Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption,CO2_Emissions,Customer_Rating,Customer_Feedback
PK2026_0290,2026-11-08,November,Sunday,Lahore,London,International,Boeing 777,,327,350,93.43,170.0,128,Severe,Delayed,,3630l,9075.0kg,4.5,Fairly okay
PK2026_0291,2026-09-03,September,Thursday,Jeddah,Islamabad,International,Boeing 777,,261,350,74.57,584.0,217,Severe,Delayed,Clear,18817l,47042.5kg,3.3,Nothing memorable
PK2026_0292,2026-12-12,December,Saturday,Karachi,Lahore,Domestic,ATR 72,335.0,53,70,75.71,611.0,52,Moderate,Delayed,Clear,10425l,26062.5kg,,Good overall
PK2026_0293,2026-03-28,March,Saturday,Karachi,Islamabad,Domestic,Boeing 737,227.0,153,160,95.62,499.0,41,Moderate,Delayed,Storm,19461l,48652.5kg,3.4,Positive
PK2026_0294,2026-11-29,November,Sunday,Dubai,Lahore,International,ATR 72,220.0,61,70,87.14,1041.0,3,Minor,On Time,Clear,13793l,34482.5kg,3.4,Exceptional
PK2026_0295,2026-12-27,December,Sunday,Kuala Lumpur,London,International,Boeing 737,381.0,123,160,76.88,1242.0,222,Severe,Delayed,Clear,7621l,19052.5kg,2.5,Late but pleasant cabin
PK2026_0296,2026-11-08,November,Sunday,Islamabad,Doha,International,Airbus A320,,174,180,96.67,378.0,151,Severe,Delayed,Clear,17966l,44915.0kg,3.1,Very smooth
PK2026_0297,2026-07-03,July,Friday,London,Islamabad,International,Airbus A320,143.0,136,180,75.56,,229,Severe,Delayed,,5095l,12737.5kg,4.2,Steady
PK2026_0298,2026-12-21,December,Monday,Islamabad,Kuala Lumpur,International,Boeing 777,367.0,290,350,82.86,1320.0,9,Minor,On Time,Clear,10465l,26162.5kg,3.7,Nice journey
PK2026_0299,2026-12-14,December,Monday,Jeddah,Islamabad,International,ATR 72,198.0,58,70,82.86,1358.0,239,Severe,Delayed,Clear,9725l,24312.5kg,2.7,Well done
PK2026_0300,2026-11-02,November,Monday,Doha,London,International,ATR 72,193.0,36,70,51.43,899.0,33,Moderate,Delayed,Clear,15817l,39542.5kg,2.6,Delayed but good seats
PK2026_0301,2026-03-31,March,Tuesday,Jeddah,Dubai,International,Airbus A320,429.0,165,180,91.67,1075.0,225,Severe,Delayed,,19673l,49182.5kg,4.1,Effortless
PK2026_0302,2026-04-15,April,Wednesday,Lahore,Islamabad,Domestic,Airbus A320,226.0,99,180,55.0,1367.0,3,Minor,On Time,Rain,11510l,28775.0kg,,Average trip
PK2026_0303,2026-08-31,August,Monday,Lahore,Jeddah,International,ATR 72,400.0,36,70,51.43,1208.0,144,Severe,Delayed,Fog,17684l,44210.0kg,2.5,Mediocre
PK2026_0304,2026-02-24,February,Tuesday,Karachi,Jeddah,International,Airbus A320,384.0,164,180,91.11,1270.0,46,Moderate,Delayed,,7701l,19252.5kg,,Decent
PK2026_0305,2026-06-24,June,Wednesday,London,Lahore,International,Airbus A320,236.0,146,180,81.11,766.0,108,Moderate,Delayed,Rain,7113l,17782.5kg,3.5,Fantastic
PK2026_0306,2026-12-12,December,Saturday,Dubai,Lahore,International,ATR 72,134.0,62,70,88.57,852.0,90,Moderate,Delayed,,12371l,30927.5kg,,Good journey
PK2026_0307,2026-06-15,June,Monday,Jeddah,Dubai,International,Boeing 777,305.0,208,350,59.43,228.0,150,Severe,Delayed,,18181l,45452.5kg,3.7,Fair
PK2026_0308,2026-03-12,March,Thursday,Jeddah,London,International,Boeing 777,122.0,337,350,96.29,982.0,20,Minor,Delayed,,11488l,28720.0kg,3.1,Great crew
PK2026_0309,2026-11-13,November,Friday,Jeddah,Dubai,International,Boeing 737,343.0,81,160,50.62,1428.0,133,Severe,Delayed,,9778l,24445.0kg,4.8,No turbulence
PK2026_0310,2026-09-28,September,Monday,Karachi,London,International,Airbus A320,241.0,95,180,52.78,1237.0,115,Moderate,Delayed,Storm,7115l,17787.5kg,3.2,Terrible staff
PK2026_0311,2026-03-07,March,Saturday,London,Doha,International,Boeing 777,311.0,277,350,79.14,861.0,200,Severe,Delayed,Clear,5547l,13867.5kg,3.6,Ordinary trip
PK2026_0312,2026-10-26,October,Monday,Islamabad,Kuala Lumpur,International,Boeing 737,480.0,86,160,53.75,1207.0,205,Severe,Delayed,,15617l,39042.5kg,,Excellent
PK2026_0313,2026-05-29,May,Friday,Lahore,Dubai,International,Boeing 777,,265,350,75.71,266.0,195,Severe,Delayed,Rain,8131l,20327.5kg,3.2,Normal
PK2026_0314,2026-03-19,March,Thursday,Lahore,Doha,International,Boeing 737,361.0,89,160,55.62,523.0,77,Moderate,Delayed,Rain,18567l,46417.5kg,3.1,Awful
PK2026_0315,2026-09-11,September,Friday,Lahore,Jeddah,International,Airbus A320,442.0,123,180,68.33,505.0,224,Severe,Delayed,Rain,7505l,18762.5kg,3.9,Smooth
PK2026_0316,2026-01-07,January,Wednesday,Jeddah,Doha,International,Airbus A320,146.0,137,180,76.11,322.0,189,Severe,Delayed,Rain,8267l,20667.5kg,4.9,Standard flight
PK2026_0317,2026-12-19,December,Saturday,Dubai,Karachi,International,ATR 72,161.0,61,70,87.14,777.0,78,Moderate,Delayed,,6563l,16407.5kg,3.0,Very steady trip
PK2026_0318,2026-07-09,July,Thursday,Dubai,Karachi,International,Boeing 777,385.0,186,350,53.14,437.0,230,Severe,Delayed,,5332l,13330.0kg,4.8,Stellar
PK2026_0319,2026-10-13,October,Tuesday,Dubai,Jeddah,International,Boeing 777,177.0,242,350,69.14,1134.0,201,Severe,Delayed,Storm,7669l,19172.5kg,2.8,Outstanding
PK2026_0320,2026-03-10,March,Tuesday,Lahore,Jeddah,International,Boeing 737,394.0,106,160,66.25,1013.0,164,Severe,Delayed,Clear,14244l,35610.0kg,2.5,Fair flight
PK2026_0321,2026-12-05,December,Saturday,Karachi,Jeddah,International,ATR 72,368.0,70,70,100.0,603.0,25,Minor,Delayed,Fog,6683l,16707.5kg,2.8,Very easy
PK2026_0322,2026-06-01,June,Monday,London,Karachi,International,Boeing 777,284.0,237,350,67.71,138.0,120,Moderate,Delayed,Clear,19844l,49610.0kg,4.4,Late but comfortable
PK2026_0323,2026-08-26,August,Wednesday,Dubai,Karachi,International,Boeing 777,445.0,245,350,70.0,824.0,8,Minor,On Time,Storm,7732l,19330.0kg,3.3,Delayed but okay
PK2026_0324,2026-06-01,June,Monday,Jeddah,Kuala Lumpur,International,ATR 72,451.0,36,70,51.43,1156.0,48,Moderate,Delayed,Clear,18956l,47390.0kg,3.6,Brilliant
PK2026_0325,2026-10-03,October,Saturday,Lahore,Islamabad,Domestic,Boeing 777,372.0,294,350,84.0,654.0,201,Severe,Delayed,Storm,6905l,17262.5kg,3.5,Postponed but cozy
PK2026_0326,2026-08-27,August,Thursday,Karachi,Jeddah,International,ATR 72,451.0,51,70,72.86,178.0,97,Moderate,Delayed,Clear,8165l,20412.5kg,3.5,Average experience
PK2026_0327,2026-02-15,February,Sunday,London,Kuala Lumpur,International,Airbus A320,96.0,110,180,61.11,198.0,118,Moderate,Delayed,Fog,3482l,8705.0kg,3.6,Five-star
PK2026_0328,2026-03-08,March,Sunday,Jeddah,Kuala Lumpur,International,Airbus A320,,98,180,54.44,474.0,161,Severe,Delayed,,17975l,44937.5kg,2.6,Amazing service
PK2026_0329,2026-01-27,January,Tuesday,Islamabad,Dubai,International,ATR 72,336.0,49,70,70.0,152.0,45,Moderate,Delayed,Clear,15264l,38160.0kg,3.7,Top-notch
PK2026_0330,2026-11-14,November,Saturday,Islamabad,Lahore,Domestic,Airbus A320,135.0,147,180,81.67,1409.0,164,Severe,Delayed,Storm,7601l,19002.5kg,3.4,Very smooth ride
PK2026_0331,2026-05-04,May,Monday,Dubai,Kuala Lumpur,International,Boeing 777,179.0,326,350,93.14,1365.0,45,Moderate,Delayed,,18999l,47497.5kg,4.7,Late but very cozy
PK2026_0332,2026-11-26,November,Thursday,Dubai,Islamabad,International,ATR 72,257.0,61,70,87.14,392.0,136,Severe,Delayed,Rain,14899l,37247.5kg,4.2,Delayed but quite comfortable
PK2026_0333,2026-09-26,September,Saturday,Lahore,Karachi,Domestic,Boeing 737,166.0,86,160,53.75,1347.0,177,Severe,Delayed,Rain,13847l,34617.5kg,3.2,Frustrating
PK2026_0334,2026-01-19,January,Monday,Islamabad,Lahore,Domestic,Boeing 777,152.0,333,350,95.14,391.0,140,Severe,Delayed,Clear,8828l,22070.0kg,3.5,Good
PK2026_0335,2026-06-18,June,Thursday,Lahore,Karachi,Domestic,Boeing 737,371.0,125,160,78.12,998.0,58,Moderate,Delayed,,7312l,18280.0kg,5.0,Poorly handled
PK2026_0336,2026-09-30,September,Wednesday,Jeddah,Islamabad,International,Boeing 737,185.0,110,160,68.75,341.0,193,Severe,Delayed,Clear,3140l,7850.0kg,3.7,Nice
PK2026_0337,2026-07-03,July,Friday,Jeddah,London,International,Airbus A320,197.0,122,180,67.78,1202.0,230,Severe,Delayed,Storm,10470l,26175.0kg,2.9,Extremely smooth
PK2026_0338,2026-11-02,November,Monday,Lahore,Jeddah,International,Boeing 777,444.0,228,350,65.14,1145.0,148,Severe,Delayed,,12996l,32490.0kg,3.9,Mediocre flight
PK2026_0339,2026-11-25,November,Wednesday,Dubai,Lahore,International,Airbus A320,443.0,138,180,76.67,393.0,34,Moderate,Delayed,Clear,8070l,20175.0kg,,Okay
PK2026_0340,2026-11-08,November,Sunday,Kuala Lumpur,London,International,Boeing 737,471.0,113,160,70.62,1129.0,186,Severe,Delayed,,4280l,10700.0kg,4.2,Fine
PK2026_0341,2026-03-06,March,Friday,Islamabad,Doha,International,Boeing 737,314.0,121,160,75.62,900.0,33,Moderate,Delayed,,3417l,8542.5kg,3.9,Great quality
PK2026_0342,2026-03-22,March,Sunday,Doha,London,International,ATR 72,100.0,65,70,92.86,1306.0,81,Moderate,Delayed,Rain,5174l,12935.0kg,5.0,Good service level
PK2026_0343,2026-03-24,March,Tuesday,London,Kuala Lumpur,International,ATR 72,91.0,58,70,82.86,886.0,155,Severe,Delayed,Fog,12209l,30522.5kg,4.1,Satisfactory
PK2026_0344,2026-02-01,February,Sunday,Lahore,Islamabad,Domestic,Boeing 737,468.0,119,160,74.38,930.0,69,Moderate,Delayed,Fog,3744l,9360.0kg,3.3,Satisfying
PK2026_0345,2026-01-18,January,Sunday,Doha,Karachi,International,Boeing 777,427.0,272,350,77.71,847.0,206,Severe,Delayed,,19903l,49757.5kg,4.1,Pleasant
PK2026_0346,2026-10-16,October,Friday,Dubai,Kuala Lumpur,International,Boeing 777,217.0,195,350,55.71,878.0,79,Moderate,Delayed,Rain,12977l,32442.5kg,4.4,Very calm travel
PK2026_0347,2026-04-27,April,Monday,Jeddah,Doha,International,Boeing 737,325.0,96,160,60.0,665.0,129,Severe,Delayed,Storm,17937l,44842.5kg,,Liked it
PK2026_0348,2026-07-01,July,Wednesday,Islamabad,Karachi,Domestic,Boeing 777,268.0,334,350,95.43,1281.0,209,Severe,Delayed,Rain,3692l,9230.0kg,,Below average
PK2026_0349,2026-04-12,April,Sunday,Islamabad,London,International,ATR 72,79.0,56,70,80.0,282.0,0,No Delay,On Time,,8466l,21165.0kg,3.9,Standard service
PK2026_0350,2026-06-12,June,Friday,Karachi,Kuala Lumpur,International,Boeing 777,,206,350,58.86,833.0,138,Severe,Delayed,,8663l,21657.5kg,4.5,Perfect
PK2026_0351,2026-03-23,March,Monday,Islamabad,London,International,ATR 72,80.0,67,70,95.71,851.0,24,Minor,Delayed,,10929l,27322.5kg,2.6,Behind schedule but fine seating
PK2026_0352,2026-11-28,November,Saturday,London,Lahore,International,Boeing 737,466.0,87,160,54.37,887.0,116,Moderate,Delayed,Storm,13958l,34895.0kg,,Very stable trip
PK2026_0353,2026-03-31,March,Tuesday,Jeddah,Lahore,International,ATR 72,,58,70,82.86,446.0,214,Severe,Delayed,Rain,17253l,43132.5kg,3.3,Nothing special flight
PK2026_0354,2026-02-26,February,Thursday,Islamabad,London,International,Airbus A320,302.0,125,180,69.44,1484.0,67,Moderate,Delayed,Clear,9029l,22572.5kg,3.9,Late but relaxing
PK2026_0355,2026-12-09,December,Wednesday,Lahore,London,International,Boeing 777,381.0,277,350,79.14,705.0,143,Severe,Delayed,,17459l,43647.5kg,4.0,Superb
PK2026_0356,2026-07-04,July,Saturday,London,Dubai,International,ATR 72,121.0,59,70,84.29,511.0,31,Moderate,Delayed,,5107l,12767.5kg,4.2,Delayed but nice seats
PK2026_0357,2026-07-24,July,Friday,Lahore,Dubai,International,ATR 72,110.0,57,70,81.43,962.0,66,Moderate,Delayed,,13857l,34642.5kg,,Substandard
PK2026_0358,2026-03-07,March,Saturday,London,Karachi,International,ATR 72,436.0,69,70,98.57,436.0,89,Moderate,Delayed,,11295l,28237.5kg,,Very easy flight
PK2026_0359,2026-07-09,July,Thursday,Doha,Lahore,International,ATR 72,93.0,62,70,88.57,346.0,100,Moderate,Delayed,,19048l,47620.0kg,4.8,Middle-of-the-road trip
PK2026_0360,2026-06-21,June,Sunday,Jeddah,Islamabad,International,Boeing 737,200.0,129,160,80.62,1221.0,35,Moderate,Delayed,Fog,17184l,42960.0kg,3.3,Excellent staff behavior
PK2026_0361,2026-02-02,February,Monday,Islamabad,Kuala Lumpur,International,Boeing 737,188.0,111,160,69.38,713.0,193,Severe,Delayed,Storm,18885l,47212.5kg,,Stable transit
PK2026_0362,2026-07-14,July,Tuesday,Doha,Karachi,International,Boeing 737,73.0,92,160,57.5,1159.0,227,Severe,Delayed,Rain,10147l,25367.5kg,4.5,Ordinary air travel
PK2026_0363,2026-10-04,October,Sunday,Karachi,Dubai,International,Boeing 737,357.0,151,160,94.38,1337.0,24,Minor,Delayed,Rain,19963l,49907.5kg,4.3,Bad
PK2026_0364,2026-11-14,November,Saturday,Doha,Dubai,International,Boeing 777,171.0,218,350,62.29,1164.0,51,Moderate,Delayed,,7888l,19720.0kg,5.0,Very steady journey
PK2026_0365,2026-09-08,September,Tuesday,Jeddah,Karachi,International,Airbus A320,477.0,137,180,76.11,1390.0,4,Minor,On Time,Fog,14050l,35125.0kg,2.6,Rude crew
PK2026_0366,2026-01-24,January,Saturday,Kuala Lumpur,Islamabad,International,Airbus A320,257.0,134,180,74.44,1406.0,48,Moderate,Delayed,Clear,15186l,37965.0kg,4.7,Horrible
PK2026_0367,2026-10-10,October,Saturday,Islamabad,Doha,International,Airbus A320,162.0,166,180,92.22,964.0,34,Moderate,Delayed,,18528l,46320.0kg,4.0,Poor service quality
PK2026_0368,2026-04-30,April,Thursday,Lahore,Dubai,International,ATR 72,163.0,63,70,90.0,588.0,181,Severe,Delayed,Storm,6088l,15220.0kg,3.7,Lacking attention
PK2026_0369,2026-09-07,September,Monday,Jeddah,Karachi,International,Boeing 737,162.0,145,160,90.62,673.0,186,Severe,Delayed,Storm,19525l,48812.5kg,5.0,Positive journey
PK2026_0370,2026-07-19,July,Sunday,Dubai,Kuala Lumpur,International,Boeing 777,,281,350,80.29,393.0,205,Severe,Delayed,Storm,14065l,35162.5kg,4.8,Amazing
PK2026_0371,2026-07-05,July,Sunday,Jeddah,Dubai,International,ATR 72,221.0,41,70,58.57,187.0,112,Moderate,Delayed,Rain,19732l,49330.0kg,3.7,Delayed but very comfortable
PK2026_0372,2026-09-22,September,Tuesday,Lahore,Doha,International,ATR 72,110.0,63,70,90.0,892.0,125,Severe,Delayed,,19479l,48697.5kg,3.8,Terrible experience
PK2026_0373,2026-03-15,March,Sunday,Karachi,Islamabad,Domestic,Boeing 777,177.0,274,350,78.29,1374.0,35,Moderate,Delayed,,13440l,33600.0kg,3.6,Decent flight experience
PK2026_0374,2026-12-31,December,Thursday,Dubai,Jeddah,International,Boeing 777,436.0,314,350,89.71,1045.0,87,Moderate,Delayed,,7628l,19070.0kg,,Average quality
PK2026_0375,2026-12-13,December,Sunday,Jeddah,London,International,ATR 72,233.0,60,70,85.71,878.0,175,Severe,Delayed,Storm,6283l,15707.5kg,4.0,Behind schedule but comfortable seats
PK2026_0376,2026-07-03,July,Friday,Jeddah,Kuala Lumpur,International,ATR 72,,49,70,70.0,493.0,141,Severe,Delayed,Rain,10439l,26097.5kg,2.6,Smooth transit
PK2026_0377,2026-12-02,December,Wednesday,Karachi,Dubai,International,ATR 72,184.0,43,70,61.43,,81,Moderate,Delayed,Storm,4184l,10460.0kg,4.2,Unremarkable trip
PK2026_0378,2026-06-19,June,Friday,Lahore,London,International,Boeing 777,,246,350,70.29,743.0,205,Severe,Delayed,Rain,18010l,45025.0kg,3.0,Normal journey
PK2026_0379,2026-11-19,November,Thursday,Doha,Dubai,International,ATR 72,373.0,41,70,58.57,787.0,88,Moderate,Delayed,Fog,13058l,32645.0kg,4.3,Brilliant staff
PK2026_0380,2026-12-21,December,Monday,Jeddah,Kuala Lumpur,International,Boeing 777,345.0,336,350,96.0,424.0,147,Severe,Delayed,Clear,19600l,49000.0kg,,Elite treatment
PK2026_0381,2026-09-06,September,Sunday,Karachi,Jeddah,International,Boeing 737,421.0,135,160,84.38,1131.0,4,Minor,On Time,Storm,18357l,45892.5kg,3.1,Badly served
PK2026_0382,2026-09-08,September,Tuesday,London,Islamabad,International,ATR 72,254.0,43,70,61.43,1047.0,54,Moderate,Delayed,Clear,5880l,14700.0kg,3.2,Nice time
PK2026_0383,2026-05-04,May,Monday,Jeddah,Islamabad,International,Airbus A320,130.0,135,180,75.0,416.0,63,Moderate,Delayed,Clear,18269l,45672.5kg,,Quiet flight
PK2026_0384,2026-08-21,August,Friday,Islamabad,Dubai,International,Airbus A320,250.0,97,180,53.89,923.0,191,Severe,Delayed,,8525l,21312.5kg,2.6,Delayed but relaxed
PK2026_0385,2026-12-04,December,Friday,Dubai,Doha,International,Airbus A320,248.0,113,180,62.78,1348.0,168,Severe,Delayed,,3255l,8137.5kg,4.2,Very steady
PK2026_0386,2026-12-11,December,Friday,London,Islamabad,International,Boeing 737,321.0,154,160,96.25,761.0,197,Severe,Delayed,,18679l,46697.5kg,4.1,Pleasant experience
PK2026_0387,2026-07-29,July,Wednesday,London,Dubai,International,Boeing 777,,241,350,68.86,1365.0,21,Minor,Delayed,,10159l,25397.5kg,2.9,World-class
PK2026_0388,2026-05-27,May,Wednesday,Lahore,Karachi,Domestic,Boeing 777,200.0,270,350,77.14,626.0,81,Moderate,Delayed,Fog,18711l,46777.5kg,,Good time
PK2026_0389,2026-09-30,September,Wednesday,Lahore,Karachi,Domestic,ATR 72,208.0,36,70,51.43,1369.0,170,Severe,Delayed,Clear,6946l,17365.0kg,2.8,Very smooth journey
PK2026_0390,2026-04-07,April,Tuesday,Karachi,Dubai,International,Airbus A320,271.0,170,180,94.44,162.0,201,Severe,Delayed,Rain,4346l,10865.0kg,4.9,Standard experience
PK2026_0391,2026-08-04,August,Tuesday,London,Kuala Lumpur,International,Airbus A320,283.0,104,180,57.78,852.0,94,Moderate,Delayed,Storm,10418l,26045.0kg,2.9,Nice flight
PK2026_0392,2026-04-01,April,Wednesday,London,Kuala Lumpur,International,Boeing 737,61.0,114,160,71.25,225.0,89,Moderate,Delayed,Storm,18656l,46640.0kg,3.7,Fairly good
PK2026_0393,2026-07-24,July,Friday,Dubai,London,International,Boeing 737,69.0,129,160,80.62,,212,Severe,Delayed,Rain,16777l,41942.5kg,3.0,Late but comfortable
PK2026_0394,2026-05-11,May,Monday,Islamabad,Lahore,Domestic,Boeing 777,,334,350,95.43,559.0,80,Moderate,Delayed,Fog,10729l,26822.5kg,4.3,Mediocre trip
PK2026_0395,2026-07-04,July,Saturday,Jeddah,London,International,Boeing 777,413.0,202,350,57.71,545.0,203,Severe,Delayed,Storm,9597l,23992.5kg,4.8,Satisfactory trip
PK2026_0396,2026-06-02,June,Tuesday,Karachi,Lahore,Domestic,ATR 72,374.0,63,70,90.0,754.0,161,Severe,Delayed,Clear,16632l,41580.0kg,4.6,Lacking
PK2026_0397,2026-04-18,April,Saturday,Lahore,Islamabad,Domestic,Airbus A320,287.0,124,180,68.89,499.0,99,Moderate,Delayed,Storm,14467l,36167.5kg,4.9,Steady ride
PK2026_0398,2026-03-13,March,Friday,Karachi,Lahore,Domestic,Boeing 777,393.0,269,350,76.86,1272.0,202,Severe,Delayed,Clear,7484l,18710.0kg,4.8,Bad service
PK2026_0399,2026-07-28,July,Tuesday,Islamabad,Jeddah,International,ATR 72,170.0,36,70,51.43,144.0,42,Moderate,Delayed,Storm,18340l,45850.0kg,4.4,Calm
PK2026_0400,2026-11-21,November,Saturday,Doha,Jeddah,International,ATR 72,295.0,50,70,71.43,1457.0,182,Severe,Delayed,,5562l,13905.0kg,4.9,Effortless journey
PK2026_0401,2026-06-10,June,Wednesday,Islamabad,Kuala Lumpur,International,ATR 72,236.0,41,70,58.57,1419.0,51,Moderate,Delayed,Clear,9724l,24310.0kg,2.5,Everything was good
PK2026_0402,2026-09-12,September,Saturday,Lahore,Doha,International,Boeing 777,338.0,260,350,74.29,696.0,221,Severe,Delayed,Fog,16721l,41802.5kg,3.2,Gliding
PK2026_0403,2026-06-10,June,Wednesday,London,Karachi,International,ATR 72,,68,70,97.14,1419.0,187,Severe,Delayed,,18050l,45125.0kg,,Delayed but comfy seats
PK2026_0404,2026-12-27,December,Sunday,Jeddah,London,International,Boeing 777,147.0,301,350,86.0,747.0,173,Severe,Delayed,,19629l,49072.5kg,3.8,Standard air trip
PK2026_0405,2026-11-20,November,Friday,Lahore,Dubai,International,Boeing 737,227.0,144,160,90.0,1353.0,118,Moderate,Delayed,,10108l,25270.0kg,2.8,Solid trip
PK2026_0406,2026-12-23,December,Wednesday,Dubai,Karachi,International,Airbus A320,381.0,178,180,98.89,439.0,70,Moderate,Delayed,Rain,7549l,18872.5kg,,Very quiet
PK2026_0407,2026-06-19,June,Friday,Dubai,Karachi,International,ATR 72,473.0,35,70,50.0,349.0,149,Severe,Delayed,Fog,19866l,49665.0kg,4.9,Poor
PK2026_0408,2026-01-25,January,Sunday,Jeddah,Dubai,International,Boeing 777,122.0,201,350,57.43,1285.0,110,Moderate,Delayed,Storm,13589l,33972.5kg,2.9,Normal trip
PK2026_0409,2026-07-11,July,Saturday,Islamabad,Doha,International,Boeing 777,76.0,320,350,91.43,1350.0,162,Severe,Delayed,,14546l,36365.0kg,,Ordinary flight
PK2026_0410,2026-08-02,August,Sunday,Islamabad,London,International,Airbus A320,217.0,103,180,57.22,780.0,28,Minor,Delayed,Clear,17189l,42972.5kg,4.1,Good quality
PK2026_0411,2026-06-22,June,Monday,Jeddah,Islamabad,International,ATR 72,308.0,46,70,65.71,1013.0,105,Moderate,Delayed,,14209l,35522.5kg,3.4,Fine trip
PK2026_0412,2026-08-31,August,Monday,London,Kuala Lumpur,International,Boeing 737,365.0,121,160,75.62,1233.0,74,Moderate,Delayed,Rain,9208l,23020.0kg,,Superior service
PK2026_0413,2026-12-11,December,Friday,Doha,Jeddah,International,Airbus A320,,173,180,96.11,1070.0,17,Minor,Delayed,Rain,11046l,27615.0kg,3.5,Behind schedule but pleasant
PK2026_0414,2026-07-28,July,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,112.0,348,350,99.43,1232.0,131,Severe,Delayed,Clear,13465l,33662.5kg,3.6,Top-tier
PK2026_0415,2026-10-02,October,Friday,London,Islamabad,International,Boeing 737,271.0,100,160,62.5,744.0,168,Severe,Delayed,,10216l,25540.0kg,4.9,Okay experience
PK2026_0416,2026-05-01,May,Friday,Jeddah,London,International,Boeing 777,455.0,341,350,97.43,1290.0,106,Moderate,Delayed,,7492l,18730.0kg,4.5,Late but cozy
PK2026_0417,2026-11-18,November,Wednesday,Doha,London,International,Airbus A320,84.0,141,180,78.33,1017.0,205,Severe,Delayed,Storm,9014l,22535.0kg,,Behind time but comfortable
PK2026_0418,2026-09-21,September,Monday,Islamabad,Kuala Lumpur,International,ATR 72,299.0,42,70,60.0,1410.0,75,Moderate,Delayed,Rain,8019l,20047.5kg,,Good vibes
PK2026_0419,2026-11-27,November,Friday,Karachi,Islamabad,Domestic,ATR 72,,52,70,74.29,844.0,176,Severe,Delayed,Fog,19361l,48402.5kg,3.1,Average flight
PK2026_0420,2026-07-23,July,Thursday,Lahore,Jeddah,International,Airbus A320,385.0,141,180,78.33,905.0,34,Moderate,Delayed,,9322l,23305.0kg,3.3,Delayed but comfortable
PK2026_0421,2026-10-15,October,Thursday,Lahore,Karachi,Domestic,Boeing 737,83.0,157,160,98.12,220.0,176,Severe,Delayed,,4690l,11725.0kg,3.7,Happy
PK2026_0422,2026-07-03,July,Friday,Dubai,London,International,Boeing 777,92.0,210,350,60.0,865.0,34,Moderate,Delayed,,10168l,25420.0kg,4.9,Very poor
PK2026_0423,2026-05-23,May,Saturday,Dubai,Lahore,International,Airbus A320,95.0,122,180,67.78,394.0,63,Moderate,Delayed,Rain,8662l,21655.0kg,,Late but worth it
PK2026_0424,2026-08-28,August,Friday,Karachi,Dubai,International,Airbus A320,313.0,139,180,77.22,1312.0,129,Severe,Delayed,,8985l,22462.5kg,,Fine journey
PK2026_0425,2026-05-27,May,Wednesday,Karachi,Dubai,International,Boeing 737,398.0,96,160,60.0,382.0,11,Minor,On Time,Clear,19901l,49752.5kg,3.9,Outstanding service
PK2026_0426,2026-08-03,August,Monday,Karachi,Lahore,Domestic,Boeing 777,340.0,326,350,93.14,353.0,110,Moderate,Delayed,Clear,17582l,43955.0kg,4.9,Smooth journey
PK2026_0427,2026-07-10,July,Friday,Lahore,Doha,International,ATR 72,290.0,66,70,94.29,1030.0,16,Minor,Delayed,,19716l,49290.0kg,3.4,High quality
PK2026_0428,2026-09-05,September,Saturday,Islamabad,London,International,Boeing 737,86.0,83,160,51.88,525.0,38,Moderate,Delayed,Storm,4044l,10110.0kg,3.5,Very calm
PK2026_0429,2026-08-10,August,Monday,London,Karachi,International,Boeing 777,380.0,316,350,90.29,1122.0,169,Severe,Delayed,Storm,16516l,41290.0kg,2.6,Mediocre
PK2026_0430,2026-10-23,October,Friday,Islamabad,Karachi,Domestic,ATR 72,90.0,52,70,74.29,292.0,45,Moderate,Delayed,Rain,13170l,32925.0kg,2.8,Quiet
PK2026_0431,2026-07-16,July,Thursday,Lahore,London,International,Boeing 737,436.0,106,160,66.25,334.0,140,Severe,Delayed,Clear,18927l,47317.5kg,2.9,Awful service
PK2026_0432,2026-02-05,February,Thursday,Karachi,London,International,Boeing 737,335.0,115,160,71.88,644.0,96,Moderate,Delayed,,15449l,38622.5kg,3.4,Perfectly stable
PK2026_0433,2026-12-10,December,Thursday,Karachi,Dubai,International,Boeing 777,127.0,188,350,53.71,137.0,151,Severe,Delayed,Fog,16187l,40467.5kg,2.7,Good experience
PK2026_0434,2026-12-04,December,Friday,Karachi,Jeddah,International,ATR 72,72.0,62,70,88.57,1028.0,175,Severe,Delayed,,7496l,18740.0kg,4.2,Delayed but okay comfort
PK2026_0435,2026-12-20,December,Sunday,Lahore,Jeddah,International,Airbus A320,98.0,121,180,67.22,908.0,201,Severe,Delayed,Clear,14633l,36582.5kg,4.9,Badly done
PK2026_0436,2026-01-05,January,Monday,London,Doha,International,ATR 72,81.0,36,70,51.43,1252.0,81,Moderate,Delayed,Storm,15501l,38752.5kg,4.7,Late but nice
PK2026_0437,2026-11-12,November,Thursday,London,Doha,International,Airbus A320,,117,180,65.0,1201.0,176,Severe,Delayed,,18662l,46655.0kg,4.8,Average
PK2026_0438,2026-09-23,September,Wednesday,London,Jeddah,International,ATR 72,,51,70,72.86,527.0,139,Severe,Delayed,,4914l,12285.0kg,4.2,Delayed but very cozy
