track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,customer_id,session_date,region_code
0P9Kg7MUJ8ygcKSOPh1LfJ,Queens of the Stone Age,Halloween Party 2022,Burn The Witch,0,217213,False,0.452,0.819,2,-4.394,1,0.0863,0.175,0.69,0.224,0.423,124.649,4,alt-rock,766380,2020-01-02 09:48,APAC
12xfRpp5r3akA2BZFPEVwv,Volbeat,Halloween Metal Nights,Heaven Nor Hell,1,322613,False,0.411,0.767,3,-4.211,1,0.056,0.000621,0.00842,0.134,0.659,134.408,4,alt-rock,301974,2020-01-02 09:49,EU
5m3GmwLuZSP00IzHdxsDIV,Andrés Calamaro,Música para casa,Cuarteles De Invierno,0,212440,False,0.488,0.627,9,-7.266,0,0.0295,0.429,0.000133,0.114,0.482,78.979,4,alt-rock,760415,2020-01-02 09:50,EU
2UzNyk6tBmMaXf1dphGUo0,Volbeat,Halloween Metal Nights,The Devil's Bleeding Crown,0,238653,False,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,alt-rock,141366,2020-01-02 09:51,MENA
3y4AS6cTOQBTnEsTbOUtIg,Andrés Calamaro;Juanes;Niño Josele,Música para casa,Enganchate Conmigo,0,225616,False,0.682,0.646,4,-9.274,0,0.0667,0.576,2.13e-05,0.0978,0.785,87.891,4,alt-rock,194336,2020-01-02 09:52,LATAM
3sdokgCYFdz24u6vohprY4,Andrés Calamaro;Carlos Vives,Pañuelos al viento,Algún Lugar Encontraré,0,254955,False,0.694,0.52,9,-8.758,1,0.0245,0.412,1.26e-06,0.137,0.52,108.06,4,alt-rock,416990,2020-01-02 09:53,EU
5B726JjKRgY2wdm366ItDP,Andrés Calamaro,Rock x siempre,Miro Por La Ventana - Remastered 2017,0,177413,False,0.554,0.757,11,-8.653,0,0.0705,0.00543,0.0541,0.258,0.907,148.27,4,alt-rock,533831,2020-01-02 09:54,APAC
61WUErnrzgOMPuTgXqtNA9,Andrés Calamaro,Música para casa,Diego Armando Canciones,0,213946,False,0.32,0.515,2,-8.018,1,0.0412,0.373,1.74e-06,0.089,0.568,78.021,4,alt-rock,740267,2020-01-02 09:55,US
69z5PKKbmZqcS4l86UhPpR,Andrés Calamaro,Rock x siempre,Otro Amor En Avellaneda - Remastered 2017,0,144066,False,0.637,0.572,11,-6.913,0,0.107,0.113,0.0,0.0645,0.615,138.177,4,alt-rock,423146,2020-01-02 09:56,LATAM
7brQHA2CgQpcMBiOlfiXYb,The Neighbourhood,I Love You.,Afraid,77,251186,True,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,alt-rock,116594,2020-01-02 09:57,MENA
7JDWhC422Gtk1Bq0mL3OTC,Bea Miller,feel something,feel something,71,180161,True,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,4,alt-rock,392854,2020-01-02 09:58,US
5SDcksP8En1l6RtTY1wzHc,Hillsong UNITED;TAYA,Zion,Oceans (Where Feet May Fail),71,536000,False,0.264,0.363,2,-10.196,1,0.0338,0.501,0.00406,0.11,0.0613,124.328,4,alt-rock,495260,2020-01-02 09:59,APAC
14dJexYlvd3t3XAtD1pYW1,The 1975,Being Funny In A Foreign Language,Oh Caroline,76,212568,False,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4,alt-rock,589347,2020-01-02 10:00,MENA
3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,Away From The Sun,Here Without You,76,238733,False,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,4,alt-rock,679607,2020-01-02 10:01,LATAM
2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),80,334666,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,alt-rock,322896,2020-01-02 10:02,MENA
0fYVliAYKHuPmECRs1pbRf,X Ambassadors,VHS,Renegades,76,195200,False,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4,alt-rock,649363,2020-01-02 10:03,LATAM
0i8JFpqe9cKwnrcvoNgl1L,Skillet,Unleashed,Feel Invincible,72,229933,False,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.025,4,alt-rock,668428,2020-01-02 10:04,LATAM
7ch89fdAaK52QYF5QKUUab,Yeah Yeah Yeahs;A-Trak,Halloween Hits,Heads Will Roll - A-Trak Remix,0,383893,False,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,alt-rock,798982,2020-01-02 10:05,MENA
6CkLcIjIAWHJp3nZWhNQvF,Duman,Best Viral Tunes,Her Şeyi Yak,0,270280,False,0.629,,2,-6.79,1,0.0244,0.461,0.0,0.123,0.205,100.038,4,alt-rock,569844,2020-01-02 10:06,APAC
2iwsJcPB5HIVTuHHwdTNO4,Duman,Viral Şarkılar,Her Şeyi Yak,0,270280,False,0.629,0.538,2,-6.79,1,0.0244,0.461,0.0,0.123,0.205,100.038,4,alt-rock,829466,2020-01-02 10:07,MENA
5WTKiRTdoDk07YJOP7y8DU,KALEO,It's You - Fresh Hits,Way Down We Go,2,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock,299443,2020-01-02 10:08,APAC
3U6726RPDdw6JshdT9fGFM,KALEO,Relaxing Pop,Way Down We Go,1,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock,740534,2020-01-02 10:09,APAC
2YDI2Irzquyw8H8ztLC2ql,Counting Crows,Rock n Roll Christmas,A Long December,0,297293,False,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,,141.649,4,alt-rock,141259,2020-01-02 10:10,US
5UFr6YU5nIp1ra63Yusbp7,Yeah Yeah Yeahs;A-Trak,Twisted Halloween Hits,Heads Will Roll - A-Trak Remix,0,383893,False,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,alt-rock,192517,2020-01-02 10:11,US
4U1WGnRxI57j3Ebi9A3HtD,Marilyn Manson,TOKYO - HALLOWEEN -,アイ・プット・ア・スペル・オン・ユー,0,216735,True,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,3,alt-rock,878247,2020-01-02 10:12,MENA
0ND3OzMoWDW8ciiobRGXxf,Yeah Yeah Yeahs;A-Trak,Pumpkin Patch Hits,Heads Will Roll - A-Trak Remix,0,383893,False,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,alt-rock,527519,2020-01-02 10:13,APAC
4sO7A5yF6SfqiHeINS61DE,Yeah Yeah Yeahs;A-Trak,Halloween Party 2022,Heads Will Roll - A-Trak Remix,0,383893,False,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,alt-rock,658760,2020-01-02 10:14,US
6lHlAlwFhEVKmYuCdln6e0,Counting Crows,Alternative Christmas 2022,A Long December,0,297293,False,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,alt-rock,643064,2020-01-02 10:15,US
3KKmCToTNy7Mnvkd9k0vVR,KALEO,Timeless Rock Hits,Way Down We Go,1,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock,725374,2020-01-02 10:16,APAC
6Jb8PXvsr5VGF0kewMXmaQ,Marilyn Manson,Twisted Halloween Hits,I Put A Spell On You,0,216735,True,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,3,alt-rock,321009,2020-01-02 10:17,EU
2dHFbe42W3zlzLRbjvvbp3,Marilyn Manson,Halloween Metal Nights,The Beautiful People,1,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,alt-rock,260434,2020-01-02 10:18,EU
0cHFnnobCebrFG3PlfOkiR,Blur,Maintain Your Mojo,Song 2 - 2012 Remaster,0,121160,False,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,alt-rock,138296,2020-01-02 10:19,APAC
4dI3UmOl7scnyCU4KgaaNO,grandson,20's Rock,In Over My Head,0,198365,True,0.582,0.817,0,-6.475,1,0.0399,0.0017,0.0158,0.575,0.622,155.124,4,alt-rock,878290,2020-01-02 10:20,US
5cfct39EqJAkG0cqRaARz1,grandson,Alternative Rock Mixtape,Blood // Water,0,214520,False,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,alt-rock,301231,2020-01-02 10:21,APAC
04bNiW1CiMHWM0kSDvbLzp,grandson,All Out Alternative,Blood // Water,0,214520,False,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,alt-rock,617652,2020-01-02 10:22,LATAM
1lYHv3SEkE6wKfZRe0HMOG,Counting Crows,Christmas Songs 2022,A Long December,1,297293,False,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,alt-rock,509404,2020-01-02 10:23,MENA
6lVtX3nLHyWZP7aqU9HuVW,Yeah Yeah Yeahs,Halloween 2022,Heads Will Roll,0,221000,False,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.013,4,alt-rock,246120,2020-01-02 10:24,LATAM
3S3MAk28b2evnivIWkDshP,Marilyn Manson,Halloween Metal Nights,The Fight Song,1,177440,True,0.499,0.983,1,-3.662,0,0.0882,0.000123,0.000246,0.0728,0.0378,129.903,4,alt-rock,472536,2020-01-02 10:25,MENA
7LyODTwVRK0KN0615tcBPq,Marilyn Manson,Halloween Scary Party,The Beautiful People,0,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,alt-rock,174881,2020-01-02 10:26,MENA
7gu4nfoJkzmRsATBRjNCWI,Marilyn Manson,Twisted Halloween Hits,WE ARE CHAOS,0,240213,True,0.373,0.857,0,-3.546,1,0.0528,0.000999,0.00138,0.408,0.235,137.084,4,alt-rock,259000,2020-01-02 10:27,US
0QBrw0zGpCa8gKIJd2KDGo,Counting Crows,Del gusto de mamá,Mr. Jones,0,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alt-rock,225724,2020-01-02 10:28,MENA
7Bcjjhemjq1HxoWkTw4X6O,Marilyn Manson,Halloween Spooky Party 2022,The Beautiful People,0,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,alt-rock,841973,2020-01-02 10:29,APAC
2mLYjGJ1Fl4qNept7opf7Y,Counting Crows,Rock Workout 2023,Mr. Jones,1,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alt-rock,610675,2020-01-02 10:30,EU
0ttfJZcKq7E7NcIldlogbn,Marilyn Manson,Twisted Halloween Hits,The Beautiful People,0,222773,True,,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,alt-rock,933117,2020-01-02 10:31,EU
3mJV4kByjmgU3ubU7JPp9W,Marilyn Manson,Halloween 2022,You And Me And The Devil Makes 3,0,264266,False,0.596,0.964,2,-5.754,1,0.0804,9.52e-05,0.834,0.203,0.399,128.021,4,alt-rock,492386,2020-01-02 10:32,US
3otBSe8dnJMNDRE9AhSm0T,Marilyn Manson,Pumpkin Patch Hits,The Beautiful People,0,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,alt-rock,281213,2020-01-02 10:33,EU
3AjZqmRivJhEVqbliY3yJa,Marilyn Manson,Anthems for Witches 2022,I Put A Spell On You,1,216735,True,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,,96.875,3,alt-rock,647727,2020-01-02 10:34,US
6U0KYAZFsPxLxc0x0bt7zl,Marilyn Manson,Halloween Party 2022,You And Me And The Devil Makes 3,0,264266,False,0.596,0.964,2,-5.754,1,0.0804,9.52e-05,0.834,0.203,0.399,128.021,4,alt-rock,936614,2020-01-02 10:35,MENA
41f2eGe9sdVQ56ZjRRrowP,Marilyn Manson,Rock & Halloween,Sweet Dreams (Are Made Of This),2,293293,False,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,alt-rock,579333,2020-01-02 10:36,LATAM
0WK1p8CduOKInJdZcjDy5A,Marilyn Manson,Twisted Halloween Hits,Sweet Dreams (Are Made Of This),0,293293,False,,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,alt-rock,116074,2020-01-02 10:37,EU
0JtccJIQR0zb4t2SSdsGeN,Marilyn Manson,Halloween Scary Party,Sweet Dreams (Are Made Of This),0,293293,False,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,alt-rock,373260,2020-01-02 10:38,LATAM
40dr3CZGx83RL6ADIC7xvv,Marilyn Manson,Halloween Spooky Party 2022,Sweet Dreams (Are Made Of This),0,293293,False,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,alt-rock,932465,2020-01-02 10:39,US
6YrAf4oXHqLg0ZANlUMz6y,Marilyn Manson,Pop & Halloween,Sweet Dreams (Are Made Of This),2,293293,False,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,alt-rock,566513,2020-01-02 10:40,MENA
7D9CMVj8TeaozjxYCIE5oF,Counting Crows,Обратно в клас - rock,Mr. Jones,0,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alt-rock,956734,2020-01-02 10:41,EU
2Z2vcMJMq1SFmteHzxJoey,Marilyn Manson,Happy Haunted Halloween Tunes,The Beautiful People,1,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,alt-rock,558343,2020-01-02 10:42,APAC
5llJJM8CQpZhfUBwrJzp4c,Blur,Alternative Rock Mixtape,The Universal,1,238520,False,0.32,0.546,9,-8.33,1,0.0278,0.181,1.98e-06,0.0928,0.263,163.824,3,alt-rock,110846,2020-01-02 10:43,LATAM
6FvZIDTCtmWC4KERBlLQ5f,Babasónicos,tardes tranqui,Como Eran Las Cosas,0,242520,False,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,4,alt-rock,885745,2020-01-02 10:44,EU
28b9AxJDN10waQFdU71ggu,Blur,All Out Alternative,Song 2 - 2012 Remaster,0,121160,False,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,,129.802,4,alt-rock,786716,2020-01-02 10:45,APAC
34kHexFdmug6nYZzkz3hc0,Babasónicos,noches de lluvia,Como Eran Las Cosas,0,242520,False,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,4,alt-rock,743722,2020-01-02 10:46,LATAM
0GO8y8jQk1PkHzS31d699N,Grouplove,Never Trust a Happy Song,Tongue Tied,79,218013,False,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,4,alt-rock,973180,2020-01-02 10:47,APAC
6E37j4b44JGpdk297urpKM,Bea Miller,aurora,like that,70,185546,False,0.573,0.441,6,-5.799,0,0.0758,0.186,0.0,0.61,0.389,61.657,4,alt-rock,276574,2020-01-02 10:48,APAC
3KhwEuqLNjHfsKaBDo1yVh,Shinsei Kamattechan,Boku no Sensou,Boku no Sensou,66,280466,False,0.473,0.936,2,-4.877,1,0.0704,0.00916,0.0422,0.31,0.416,144.014,4,alt-rock,915311,2020-01-02 10:49,APAC
31AOj9sFz2gM0O3hMARRBx,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,84,268426,False,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,4,alt-rock,309360,2020-01-02 10:50,LATAM
2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,Picture Show,Everybody Talks,80,177280,False,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,,154.961,4,alt-rock,973638,2020-01-02 10:51,EU
0L7lTy1aRn1TYYCTazcO5j,The Seige,Run for Your Life,Run for Your Life,55,180137,True,0.714,0.905,4,-5.137,0,0.245,0.0921,0.00149,0.0863,0.362,118.119,4,alt-rock,272287,2020-01-02 10:52,EU
5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79,309053,False,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,alt-rock,595290,2020-01-02 10:53,LATAM
42T2QQv3xgBlpQxaSP7lnK,Creed,Weathered,One Last Breath,72,238240,False,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,4,alt-rock,810408,2020-01-02 10:54,US
7K0WZ75nHqj450OYd3ZywF,The EverLove,Walk Through Fire,I'm Dangerous,65,243329,False,,0.841,8,-7.026,0,0.0436,0.00438,4.44e-05,0.31,0.755,92.025,4,alt-rock,170340,2020-01-02 10:55,APAC
3CrsuTJomWZmeXIvKhV45l,The Score,Carry On,Stronger,66,190048,False,0.563,0.678,2,-4.717,0,0.0392,0.0228,0.0,0.342,0.134,127.883,4,alt-rock,160034,2020-01-02 10:56,LATAM
2QGuFhaQDrGKqtkOgItDJS,Charlie Brown Jr.,Acústico (Ao Vivo),Zoio De Lula - Ao Vivo,55,224973,False,0.632,0.866,1,-5.445,0,0.0488,0.0556,5.75e-06,0.518,0.835,87.785,4,alt-rock,864809,2020-01-02 10:57,MENA
0393PMIQFV9pewSmxoWwXw,Fitz and The Tantrums,US Pop 20s,Sway,0,136940,False,0.705,0.927,1,-2.701,1,0.0776,0.0327,0.0,0.0705,0.945,159.978,4,alt-rock,154384,2020-01-02 10:58,EU
6ngu6sBaJMM05mAVATApZJ,KALEO,Feeling Good - Adult Pop Favorites,Save Yourself,0,273880,False,0.534,0.338,0,-8.608,0,0.0346,0.515,9.26e-06,0.124,0.111,120.399,4,alt-rock,652444,2020-01-02 10:59,US
0jpH3aJTsu8PNTHO5TzWPv,KALEO,La Fine dell'Estate,Way Down We Go,0,213706,False,0.492,,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock,944397,2020-01-02 11:00,APAC
7n4Y9BCKLHi4hqI2NctuAq,KALEO,Indie Chill Out,I Want More,0,212392,False,0.55,0.531,8,-7.431,1,0.0309,0.256,0.0,0.0509,0.364,98.014,4,alt-rock,653262,2020-01-02 11:01,EU
63J97fSuqUiTB7rm58OfxV,Fitz and The Tantrums,New Pop Classics,Sway,0,136940,False,0.705,0.927,1,-2.701,1,0.0776,0.0327,0.0,0.0705,0.945,159.978,4,alt-rock,532900,2020-01-02 11:02,US
6IKtfO76zpYpYnfOb8Ley8,Fitz and The Tantrums,Tek It - New Noise,Sway,0,136940,False,0.705,0.927,1,-2.701,1,0.0776,0.0327,0.0,0.0705,0.945,159.978,4,alt-rock,475527,2020-01-02 11:03,APAC
5IL61OxHy3t9W42qZOnw3m,KALEO,All Bops,Automobile,1,186906,False,,0.553,2,-6.164,1,0.0389,0.596,3.01e-05,0.305,0.356,125.903,4,alt-rock,674346,2020-01-02 11:04,LATAM
0kz60VCKOQrGfv7fpHqwyf,Young the Giant,All Out Alternative,Cough Syrup,0,249520,False,0.533,0.721,11,-7.309,0,0.0417,0.0338,6.24e-06,0.115,0.225,128.972,3,alt-rock,614657,2020-01-02 11:05,APAC
3A5GWLRz25wpL8yx4vf0sq,No Doubt,OO's Music Grandi Successi,It's My Life,1,225866,False,0.606,0.75,8,-4.535,0,0.0306,0.0026,0.000795,0.321,,126.316,4,alt-rock,551589,2020-01-02 11:06,LATAM
7vNEDUsDuUZ4MOkrl3REj2,Fitz and The Tantrums,Happy Commute,Walking Target,0,156960,False,0.65,0.956,4,-4.113,1,0.0564,0.0153,3.86e-05,0.364,,104.018,4,alt-rock,238221,2020-01-02 11:07,MENA
6uYSPBL3Y2shKlqH52Rw4l,Jimmy Eat World,Emo Christmas 2022,Last Christmas,0,267493,False,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,alt-rock,696399,2020-01-02 11:08,MENA
6fz1H1xvH7uUycVKUVUHwb,Creed,Fishing Music,One Last Breath,1,239373,False,0.38,0.72,2,-5.766,1,0.0356,0.00899,0.00147,0.221,0.172,129.982,4,alt-rock,765792,2020-01-02 11:09,MENA
1NaHqvYJ48wdyQZMkNnUUr,Pantera,Metal,Walk,0,315120,True,0.428,0.704,6,-8.018,0,0.0808,0.000156,0.00223,0.0933,0.703,116.898,4,alt-rock,737968,2020-01-02 11:10,EU
2cSKGtyDddIwiSe5EhWAtW,Fitz and The Tantrums,20's Rock,I Just Wanna Shine,0,207925,False,0.705,0.918,6,-2.771,0,0.0678,0.0405,0.000106,0.0803,0.537,92.513,4,alt-rock,167515,2020-01-02 11:11,LATAM
5KoRwyRC1Yp3fTQQuZeMbM,Jimmy Eat World,Alternative Christmas 2022,Christmas Card,0,173560,False,0.196,0.93,11,-5.131,1,0.0519,0.0116,0.00214,0.105,0.566,194.319,4,alt-rock,732592,2020-01-02 11:12,EU
0hPjv7ShJQkoZM8JiBnTqa,Jimmy Eat World,Rock n Roll Christmas,Last Christmas,0,267493,False,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,alt-rock,756801,2020-01-02 11:13,US
1f9jv3jIHqwZhVW7NMAgYN,Pantera,Groove Metal Roots & Branches,Mouth for War,1,236720,False,0.361,0.97,8,-5.69,0,0.0837,6.58e-06,0.000162,0.039,0.561,156.96,4,alt-rock,265073,2020-01-02 11:14,US
2rUzh19do9xKVsfWCa92x7,Fitz and The Tantrums;Dave Audé,10's Dance Classics,HandClap - Dave Audé Remix,0,295932,False,0.725,0.918,8,-2.468,1,0.0352,0.000148,0.00127,0.0642,0.503,128.016,4,alt-rock,864079,2020-01-02 11:15,APAC
2S9yxu8MLsL0CXoSdGuues,Jimmy Eat World,Alternative Christmas 2022,Last Christmas,0,267493,False,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,alt-rock,571460,2020-01-02 11:16,LATAM
6vMAhCWv2XzOqXj6pYTh5H,Jimmy Eat World,Alternative Christmas 2022,Last Christmas,0,267493,False,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,alt-rock,525221,2020-01-02 11:17,MENA
4QBuC8RxPzFPHPryVdnF0m,Fitz and The Tantrums,All Out Alternative,HandClap,0,193253,False,,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.957,4,alt-rock,750461,2020-01-02 11:18,US
13qGcgZe2DoDxPwXbbcbTg,No Doubt,Los Clásicos del Pop 90s,Don't Speak,0,262746,False,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,4,alt-rock,558846,2020-01-02 11:19,APAC
7bg7JfJvKgKX1xTn1gGAki,Jimmy Eat World,Mirando las nubes,The Middle,0,166040,False,0.644,0.848,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,4,alt-rock,590269,2020-01-02 11:20,APAC
6FLMTRlci8RrAegvGIuoYS,No Doubt,Emo Christmas 2022,Oi To The World,0,160586,False,0.505,0.939,9,-4.165,1,0.0415,0.00281,0.0232,0.0516,0.963,177.68,4,alt-rock,380992,2020-01-02 11:21,MENA
0Hs9WwuAMYmMiIaaYLhE6i,No Doubt,Halloween Hits,Spiderwebs,1,266706,False,0.485,0.924,10,-4.046,1,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,4,alt-rock,935087,2020-01-02 11:22,US
1zKsMKyoroSE4Pw41NJREK,No Doubt;Bounty Killer,OO's Music Grandi Successi,Hey Baby,0,207040,False,0.705,0.871,11,-3.557,0,0.123,0.0618,0.0,0.226,0.749,93.625,4,alt-rock,972511,2020-01-02 11:23,APAC
2vGDTOtslhkco6LVFfdEI2,Soundgarden,Rock & Halloween,Black Hole Sun,0,318586,False,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4,alt-rock,217387,2020-01-02 11:24,EU
52qebMWeKw2x34v56DPFcl,No Doubt,Helloween Party,Spiderwebs,0,266706,False,,0.924,10,-4.046,1,0.0579,0.0373,1.62e-06,0.248,,143.244,4,alt-rock,759811,2020-01-02 11:25,LATAM
5qmdJ43JhLyQU06f673RJ1,No Doubt,Rock Workout 2023,Don't Speak,0,262746,False,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,4,alt-rock,121001,2020-01-02 11:26,LATAM
01XHdHj96m9u8VEyvInHGE,No Doubt,Rock & Halloween,Spiderwebs,1,266706,False,0.485,,10,-4.046,1,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,4,alt-rock,432089,2020-01-02 11:27,MENA
6JN0cjFT0zDRYxzqcKrvwf,Soundgarden,Hits Pop Rock 90's,Spoonman,0,246920,False,0.258,0.904,0,-5.625,1,0.0386,2.2e-05,0.218,0.255,0.832,186.054,3,alt-rock,972996,2020-01-02 11:28,APAC
2ZLe81mFJfD39BqIy3zkWb,No Doubt,Обратно в клас - rock,Don't Speak,0,262746,False,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,4,alt-rock,257326,2020-01-02 11:29,MENA
7MUd9iu6pW3KnLcz2NuMcs,Jimmy Eat World,Christmas Rock 2022,Last Christmas,0,267493,False,,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,alt-rock,439298,2020-01-02 11:30,MENA
2VSN91ig6Mw7YvZyd9zda9,No Doubt,Alternative Christmas 2022,Oi To The World,0,160586,False,0.505,0.939,9,-4.165,1,0.0415,0.00281,0.0232,0.0516,0.963,177.68,4,alt-rock,297621,2020-01-02 11:31,LATAM
0S51NLrTscfLemwPv2rjNv,No Doubt,Hits Pop Rock 90's,Just A Girl,1,205946,False,0.635,0.937,2,-2.86,1,0.0452,0.0735,6.95e-05,0.134,0.78,108.003,4,alt-rock,755397,2020-01-02 11:32,APAC
4haXv9IJwOlJJsT6FNJPYk,Jimmy Eat World,Обратно в клас - rock,The Middle,0,166040,False,0.644,,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,4,alt-rock,517529,2020-01-02 11:33,EU
0BaVcB3Mn8QgGUdEi2yqCb,Stone Temple Pilots,Timeless Rock Hits,Plush,1,310346,False,0.416,0.954,7,-3.157,0,0.0467,0.0021,0.0,0.177,0.498,144.724,4,alt-rock,633805,2020-01-02 11:34,LATAM
7KPwpv8wlkkaNRd4LLoQT9,Soundgarden,Hits Pop Rock 90's,Black Hole Sun,1,318586,False,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4,alt-rock,948310,2020-01-02 11:35,EU
77KnJc8o5G1eKVwX5ywMeZ,Young the Giant,Mirrorball / Mind Over Matter (Reprise),Mind Over Matter (Reprise),75,230866,False,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,4,alt-rock,568945,2020-01-02 11:36,APAC
